name,accession_id,collection_date,location,Lineage,Institute
hCoV-19/USA/CA-HLX-STM-PCRD3YMJV/2022,EPI_ISL_14376035,18/07/2022,North America / USA / California,BA.5.6.2,
hCoV-19/USA/CA-HLX-STM-U8RWXNTPK/2022,EPI_ISL_14376876,11/07/2022,North America / USA / California,BA.5.6.2,
hCoV-19/USA/CA-HLX-STM-4TMRM8MHP/2022,EPI_ISL_14377033,11/07/2022,North America / USA / California,BA.5.6.2,
hCoV-19/USA/CA-HLX-STM-XXKGVQ8E3/2022,EPI_ISL_14377110,11/07/2022,North America / USA / California,BA.5.6.2,
hCoV-19/USA/CA-HLX-STM-ZTZZ9NR5N/2022,EPI_ISL_14377278,13/07/2022,North America / USA / California,BA.5.6.2,
hCoV-19/Germany/NW-RKI-I-918291/2022,EPI_ISL_14380493,14/07/2022,Europe / Germany / North Rhine-Westphalia,BA.5.6.2,
hCoV-19/USA/FL-CDC-QDX39413798/2022,EPI_ISL_14382703,23/07/2022,North America / USA / Florida,BA.5.6.2,
hCoV-19/USA/MD-CDC-QDX39459508/2022,EPI_ISL_14383407,25/07/2022,North America / USA / Maryland,BA.5.6.2,
hCoV-19/USA/NJ-CDC-QDX39323930/2022,EPI_ISL_14385931,23/07/2022,North America / USA / New Jersey,BA.5.6.2,
hCoV-19/USA/CA-CDC-QDX39367477/2022,EPI_ISL_14386200,24/07/2022,North America / USA / California,BA.5.6.2,
hCoV-19/Germany/SH-RKI-I-922515/2022,EPI_ISL_14397096,17/07/2022,Europe / Germany / Schleswig-Holstein,BA.5.6.2,
hCoV-19/Germany/SH-RKI-I-927313/2022,EPI_ISL_14401439,24/07/2022,Europe / Germany / Schleswig-Holstein,BA.5.6.2,
hCoV-19/Germany/NI-RKI-I-929979/2022,EPI_ISL_14404466,20/07/2022,Europe / Germany / Lower Saxony,BA.5.6.2,
hCoV-19/USA/FL-CDC-STM-BV4RP6U6R/2022,EPI_ISL_14411651,28/07/2022,North America / USA / Florida,BA.5.6.2,
hCoV-19/USA/IN-CDC-STM-FWDUVTB8Y/2022,EPI_ISL_14414162,30/07/2022,North America / USA / Indiana,BA.5.6.2,
hCoV-19/USA/IN-CDC-STM-5EVUT29DX/2022,EPI_ISL_14414894,31/07/2022,North America / USA / Indiana,BA.5.6.2,
hCoV-19/USA/CA-CDC-QDX39548351/2022,EPI_ISL_14416684,26/07/2022,North America / USA / California,BA.5.6.2,
hCoV-19/Germany/NW-RKI-I-943111/2022,EPI_ISL_14420029,04/08/2022,Europe / Germany / North Rhine-Westphalia,BA.5.6.2,
hCoV-19/USA/MS-UMMC-M834H8-42912/2022,EPI_ISL_14425956,27/07/2022,North America / USA / Mississippi,BA.5.6.2,
hCoV-19/USA/MS-UMMC-M801A2-535813/2022,EPI_ISL_14426007,19/07/2022,North America / USA / Mississippi,BA.5.6.2,
hCoV-19/USA/CT-CDC-LC0810303/2022,EPI_ISL_14428589,29/07/2022,North America / USA / Connecticut,BA.5.6.2,
hCoV-19/USA/CT-CDC-LC0810302/2022,EPI_ISL_14428590,29/07/2022,North America / USA / Connecticut,BA.5.6.2,
hCoV-19/USA/NH-CDC-LC0809906/2022,EPI_ISL_14428860,31/07/2022,North America / USA / New Hampshire,BA.5.6.2,
hCoV-19/USA/NY-CDC-LC0810415/2022,EPI_ISL_14428885,31/07/2022,North America / USA / New York,BA.5.6.2,
hCoV-19/USA/NJ-CDC-LC0810412/2022,EPI_ISL_14428899,31/07/2022,North America / USA / New Jersey,BA.5.6.2,
hCoV-19/Belgium/LHUB-ULB_25349319/2022,EPI_ISL_14429803,19/06/2022,Europe / Belgium / Sans Domicile Fixe,BA.5.6.2,
hCoV-19/USA/MO-MSPHL-008381/2022,EPI_ISL_14442245,19/07/2022,North America / USA / Missouri,BA.5.6.2,
hCoV-19/Mexico/YUC-IBT-IMSS-8661/2022,EPI_ISL_14443285,28/07/2022,North America / Mexico / Yucatan,BA.5.6.2,COVIGEN
hCoV-19/USA/NY-URMC-22077888-1/2022,EPI_ISL_14444821,19/07/2022,North America / USA / New York / Monroe County,BA.5.6.2,
hCoV-19/Belgium/LHUB-ULB_81650139/2022,EPI_ISL_14445198,30/06/2022,Europe / Belgium / Charleroi,BA.5.6.2,
hCoV-19/USA/WA-CDC-UW22080121494/2022,EPI_ISL_14446852,01/08/2022,North America / USA / Washington,BA.5.6.2,
hCoV-19/USA/CA-FG-290105/2022,EPI_ISL_14447575,22/07/2022,North America / USA / California / Los Angeles County,BA.5.6.2,
hCoV-19/USA/CA-FG-290503/2022,EPI_ISL_14447589,22/07/2022,North America / USA / California / Los Angeles County,BA.5.6.2,
hCoV-19/Israel/ICH-741182252/2022,EPI_ISL_14457290,01/08/2022,Asia / Israel,BA.5.6.2,
hCoV-19/USA/NY-PRL-220801_02D11/2022,EPI_ISL_14460838,28/07/2022,North America / USA / New York / New York City,BA.5.6.2,
hCoV-19/USA/NY-PRL-220805_01E14/2022,EPI_ISL_14460999,03/08/2022,North America / USA / New York / New York City,BA.5.6.2,
hCoV-19/USA/NY-PRL-220805_01F03/2022,EPI_ISL_14461009,03/08/2022,North America / USA / New York / New York City,BA.5.6.2,
hCoV-19/USA/NY-PRL-220808_01A10/2022,EPI_ISL_14461482,05/08/2022,North America / USA / New York / New York City,BA.5.6.2,
hCoV-19/USA/NY-PRL-220808_01I12/2022,EPI_ISL_14461639,04/08/2022,North America / USA / New York / New York City,BA.5.6.2,
hCoV-19/USA/CT-YNH-39/2022,EPI_ISL_14462730,2022,North America / USA / Connecticut,BA.5.6.2,
hCoV-19/USA/PA-Curative-485868/2022,EPI_ISL_14464955,04/08/2022,North America / USA / Pennsylvania,BA.5.6.2,
hCoV-19/USA/TX-Curative-437825/2022,EPI_ISL_14464983,02/08/2022,North America / USA / Texas,BA.5.6.2,
hCoV-19/Ecuador/GENSBIO-INSPI-26420/2022,EPI_ISL_14474529,03/08/2022,South America / Ecuador / Napo,BA.5.6.2,
hCoV-19/Canada/ON-PHL-22-34922/2022,EPI_ISL_14477577,06/08/2022,North America / Canada / Ontario,BA.5.6.2,
hCoV-19/USA/MI-UM-CL22-696586/2022,EPI_ISL_14480330,03/08/2022,North America / USA / Michigan,BA.5.6.2,
hCoV-19/USA/IL-CDC-QDX39413947/2022,EPI_ISL_14482239,25/07/2022,North America / USA / Illinois,BA.5.6.2,
hCoV-19/USA/IL-CDC-QDX39414114/2022,EPI_ISL_14482403,25/07/2022,North America / USA / Illinois,BA.5.6.2,
hCoV-19/USA/OH-CDC-QDX39570715/2022,EPI_ISL_14482504,28/07/2022,North America / USA / Ohio,BA.5.6.2,
hCoV-19/USA/OH-CDC-QDX39613015/2022,EPI_ISL_14483441,30/07/2022,North America / USA / Ohio,BA.5.6.2,
hCoV-19/USA/NC-MCPH-CLT-011066/2022,EPI_ISL_14484094,23/07/2022,North America / USA / North Carolina / Mecklenburg County,BA.5.6.2,
hCoV-19/USA/CA-CDC-QDX39658458/2022,EPI_ISL_14484425,31/07/2022,North America / USA / California,BA.5.6.2,
hCoV-19/USA/MD-CDC-QDX39657950/2022,EPI_ISL_14484889,01/08/2022,North America / USA / Maryland,BA.5.6.2,
hCoV-19/USA/IL-CDC-QDX39659430/2022,EPI_ISL_14486172,01/08/2022,North America / USA / Illinois,BA.5.6.2,
hCoV-19/USA/MD-CDC-QDX39705393/2022,EPI_ISL_14486238,02/08/2022,North America / USA / Maryland,BA.5.6.2,
hCoV-19/USA/FL-MSL-5916/2022,EPI_ISL_14488730,2022-06,North America / USA / Florida,BA.5.6.2,
hCoV-19/Israel/SMC-7098411/2022,EPI_ISL_14495787,04/08/2022,Asia / Israel,BA.5.6.2,
hCoV-19/Israel/SMC-7098414/2022,EPI_ISL_14495790,04/08/2022,Asia / Israel,BA.5.6.2,
hCoV-19/Israel/SMC-7098420/2022,EPI_ISL_14495794,04/08/2022,Asia / Israel,BA.5.6.2,
hCoV-19/USA/SC-CDC-LC0817878/2022,EPI_ISL_14500611,01/08/2022,North America / USA / South Carolina,BA.5.6.2,
hCoV-19/USA/OR-CDC-LC0822641/2022,EPI_ISL_14500623,01/08/2022,North America / USA / Oregon,BA.5.6.2,
hCoV-19/USA/WA-CDC-LC0821290/2022,EPI_ISL_14500732,01/08/2022,North America / USA / Washington,BA.5.6.2,
hCoV-19/USA/OH-CDC-LC0822857/2022,EPI_ISL_14501384,02/08/2022,North America / USA / Ohio,BA.5.6.2,
hCoV-19/USA/NC-CDC-LC0819391/2022,EPI_ISL_14501559,02/08/2022,North America / USA / North Carolina,BA.5.6.2,
hCoV-19/USA/FL-CDC-LC0820343/2022,EPI_ISL_14502116,03/08/2022,North America / USA / Florida,BA.5.6.2,
hCoV-19/USA/CA-LACPHL-AF13163/2022,EPI_ISL_14504284,04/07/2022,North America / USA / California / Los Angeles County,BA.5.6.2,
hCoV-19/USA/NY-NYULH8147/2022,EPI_ISL_14506137,06/08/2022,North America / USA / New York / New York City,BA.5.6.2,
hCoV-19/Mozambique/INS-CMN-03-23/2022,EPI_ISL_14506720,23/06/2022,Africa / Mozambique / Inhambane,BA.5.6.2,
hCoV-19/Mozambique/INS-PNV0080733/2022,EPI_ISL_14506725,29/06/2022,Africa / Mozambique / Nampula,BA.5.6.2,
hCoV-19/Scotland/SCOT-17920/2022,EPI_ISL_14509903,29/07/2022,Europe / United Kingdom / Scotland,BA.5.6.2,
hCoV-19/Germany/SH-RKI-I-952616/2022,EPI_ISL_14522081,12/08/2022,Europe / Germany / Schleswig-Holstein,BA.5.6.2,
hCoV-19/USA/CA-HLX-STM-PDREW46KZ/2022,EPI_ISL_14529859,24/07/2022,North America / USA / California,BA.5.6.2,
hCoV-19/USA/CA-HLX-STM-4YRWNX965/2022,EPI_ISL_14531206,24/07/2022,North America / USA / California,BA.5.6.2,
hCoV-19/USA/FL-MSL-6024/2022,EPI_ISL_14533216,2022-07,North America / USA / Florida,BA.5.6.2,
hCoV-19/France/IDF-LBZCentre-DI2207110066/2022,EPI_ISL_14540873,11/07/2022,Europe / France / Ile-de-France / Val-de-Marne,BA.5.6.2,
hCoV-19/Sweden/461848084038/2022,EPI_ISL_14544037,03/08/2022,Europe / Sweden / Orebro,BA.5.6.2,
hCoV-19/USA/OH-PLMI-HWCTY-12249/2022,EPI_ISL_14552195,2022,North America / USA / Ohio,BA.5.6.2,
hCoV-19/USA/TX-HMH-M-111728/2022,EPI_ISL_14552811,09/08/2022,North America / USA / Texas / Houston,BA.5.6.2,
hCoV-19/USA/PA-VSP16710/2022,EPI_ISL_14553687,17/07/2022,North America / USA / Pennsylvania,BA.5.6.2,
hCoV-19/USA/LA-CDC-QDX39658525/2022,EPI_ISL_14555373,30/07/2022,North America / USA / Louisiana,BA.5.6.2,
hCoV-19/USA/FL-CDC-STM-PUU2JAUNT/2022,EPI_ISL_14558073,02/08/2022,North America / USA / Florida,BA.5.6.2,
hCoV-19/USA/IN-CDC-STM-TNJZPERKD/2022,EPI_ISL_14558632,03/08/2022,North America / USA / Indiana,BA.5.6.2,
hCoV-19/USA/IN-CDC-STM-QD3R6DJ28/2022,EPI_ISL_14558707,03/08/2022,North America / USA / Indiana,BA.5.6.2,
hCoV-19/USA/IL-CDC-STM-NWPYJHZ8G/2022,EPI_ISL_14559426,05/08/2022,North America / USA / Illinois,BA.5.6.2,
hCoV-19/USA/CA-CDC-STM-XXHKT97JZ/2022,EPI_ISL_14559536,05/08/2022,North America / USA / California,BA.5.6.2,
hCoV-19/USA/NY-CDC-QDX39757147/2022,EPI_ISL_14560347,03/08/2022,North America / USA / New York,BA.5.6.2,
hCoV-19/USA/NY-PRL-220810_00E01/2022,EPI_ISL_14574038,08/08/2022,North America / USA / New York / New York City,BA.5.6.2,
hCoV-19/USA/NY-PRL-220810_00F10/2022,EPI_ISL_14574067,08/08/2022,North America / USA / New York / New York City,BA.5.6.2,
hCoV-19/USA/NY-PRL-220810_01I08/2022,EPI_ISL_14574307,08/08/2022,North America / USA / New York / New York City,BA.5.6.2,
hCoV-19/USA/NY-PRL-220810_01K13/2022,EPI_ISL_14574344,08/08/2022,North America / USA / New York / New York City,BA.5.6.2,
hCoV-19/USA/NY-PRL-220812_01E21/2022,EPI_ISL_14574648,09/08/2022,North America / USA / New York / New York City,BA.5.6.2,
hCoV-19/USA/NY-PRL-220815_00E10/2022,EPI_ISL_14574848,11/08/2022,North America / USA / New York / New York City,BA.5.6.2,
hCoV-19/Canada/ON-PHL-22-35304/2022,EPI_ISL_14575426,15/08/2022,North America / Canada / Ontario,BA.5.6.2,
hCoV-19/Puerto Rico/PR-CVL-006444/2022,EPI_ISL_14578922,03/08/2022,North America / Puerto Rico,BA.5.6.2,
hCoV-19/Puerto Rico/PR-CVL-006446/2022,EPI_ISL_14578924,04/08/2022,North America / Puerto Rico,BA.5.6.2,
hCoV-19/Puerto Rico/PR-CVL-006454/2022,EPI_ISL_14578932,04/08/2022,North America / Puerto Rico,BA.5.6.2,
hCoV-19/USA/NJ-PHEL-V22036238/2022,EPI_ISL_14579589,04/08/2022,North America / USA / New Jersey,BA.5.6.2,
hCoV-19/USA/UT-UPHL-220812008268/2022,EPI_ISL_14580805,30/07/2022,North America / USA / Utah,BA.5.6.2,
hCoV-19/USA/UT-UPHL-220812735858/2022,EPI_ISL_14580839,30/07/2022,North America / USA / Utah,BA.5.6.2,
hCoV-19/USA/UT-UPHL-220812031357/2022,EPI_ISL_14580959,20/07/2022,North America / USA / Utah,BA.5.6.2,
hCoV-19/USA/UT-UPHL-220812435785/2022,EPI_ISL_14581068,02/08/2022,North America / USA / Utah,BA.5.6.2,
hCoV-19/USA/UT-UPHL-220812972591/2022,EPI_ISL_14581516,19/07/2022,North America / USA / Utah,BA.5.6.2,
hCoV-19/USA/IA-SHL-2152423/2022,EPI_ISL_14583445,09/08/2022,North America / USA / Iowa,BA.5.6.2,
hCoV-19/Japan/TKYmbc1290/2022,EPI_ISL_14588739,05/07/2022,Asia / Japan / Tokyo,BA.5.6.2,
hCoV-19/USA/CT-Yale-21736/2022,EPI_ISL_14594124,05/08/2022,North America / USA / Connecticut / New Haven,BA.5.6.2,
hCoV-19/USA/TX-Curative-422653/2022,EPI_ISL_14597724,11/08/2022,North America / USA / Texas,BA.5.6.2,
hCoV-19/Ecuador/USFQ-4115/2022,EPI_ISL_14598102,06/08/2022,South America / Ecuador / Pichincha / Quito,BA.5.6.2,
hCoV-19/USA/MD-HP36424-PIDMLFSROC/2022,EPI_ISL_14599243,07/08/2022,North America / USA / Maryland,BA.5.6.2,
hCoV-19/USA/MD-HP36562-PIDEPBEJHR/2022,EPI_ISL_14599336,03/08/2022,North America / USA / Maryland,BA.5.6.2,
hCoV-19/Canada/ON-KHS-22-11566-v1/2022,EPI_ISL_14600288,17/08/2022,North America / Canada / Ontario,BA.5.6.2,
hCoV-19/Canada/ON-KHS-22-11577-v1/2022,EPI_ISL_14600294,16/08/2022,North America / Canada / Ontario,BA.5.6.2,
hCoV-19/Scotland/LSPA-3F65274/2022,EPI_ISL_14606433,15/08/2022,Europe / United Kingdom / Scotland,BA.5.6.2,
hCoV-19/Canada/QC-L00511348001/2022,EPI_ISL_14609264,01/08/2022,North America / Canada / Quebec,BA.5.6.2,
hCoV-19/USA/CA-Stanford-98_S31/2022,EPI_ISL_14610998,09/08/2022,North America / USA / California,BA.5.6.2,
hCoV-19/USA/GA-GPHL-2570/2022,EPI_ISL_14613573,05/08/2022,North America / USA / Georgia,BA.5.6.2,
hCoV-19/USA/GA-GPHL-2612/2022,EPI_ISL_14614075,10/08/2022,North America / USA / Georgia,BA.5.6.2,
hCoV-19/USA/CT-YNH-217/2022,EPI_ISL_14614337,2022,North America / USA / Connecticut,BA.5.6.2,
hCoV-19/France/OCC-ChuNim-2208080773/2022,EPI_ISL_14616625,08/08/2022,Europe / France / Occitanie / Gard,BA.5.6.2,
hCoV-19/Belgium/rega-43246/2022,EPI_ISL_14623115,24/06/2022,Europe / Belgium / Asse,BA.5.6.2,
hCoV-19/Belgium/rega-43922/2022,EPI_ISL_14623875,06/07/2022,Europe / Belgium / Haacht,BA.5.6.2,
hCoV-19/USA/WA-UW-22080233094/2022,EPI_ISL_14624111,02/08/2022,North America / USA / Washington,BA.5.6.2,
hCoV-19/Belgium/rega-44064/2022,EPI_ISL_14624543,11/07/2022,Europe / Belgium / Leuven,BA.5.6.2,
hCoV-19/Belgium/rega-44292/2022,EPI_ISL_14625043,19/07/2022,Europe / Belgium / Herent,BA.5.6.2,
hCoV-19/Puerto Rico/PR-CVL-006509/2022,EPI_ISL_14625580,08/08/2022,North America / Puerto Rico,BA.5.6.2,
hCoV-19/Puerto Rico/PR-CVL-006560/2022,EPI_ISL_14625631,01/08/2022,North America / Puerto Rico,BA.5.6.2,
hCoV-19/USA/CA-HLX-STM-2KFY7JFUJ/2022,EPI_ISL_14626398,04/08/2022,North America / USA / California,BA.5.6.2,
hCoV-19/USA/CA-HLX-STM-9795EV4GF/2022,EPI_ISL_14627001,05/08/2022,North America / USA / California,BA.5.6.2,
hCoV-19/USA/CA-HLX-STM-S9R8FMWWD/2022,EPI_ISL_14627664,01/08/2022,North America / USA / California,BA.5.6.2,
hCoV-19/USA/CA-HLX-STM-5UBYBGNJF/2022,EPI_ISL_14627913,01/08/2022,North America / USA / California,BA.5.6.2,
hCoV-19/USA/CA-HLX-STM-UKV4E9PFD/2022,EPI_ISL_14628015,02/08/2022,North America / USA / California,BA.5.6.2,
hCoV-19/Japan/PG-326954/2022,EPI_ISL_14638802,25/07/2022,Asia / Japan / Hiroshima,BA.5.6.2,
hCoV-19/Japan/PG-329242/2022,EPI_ISL_14640963,29/07/2022,Asia / Japan / Hiroshima,BA.5.6.2,
hCoV-19/Japan/PG-329258/2022,EPI_ISL_14640976,27/07/2022,Asia / Japan / Hiroshima,BA.5.6.2,
hCoV-19/USA/LA-K-22072237933/2022,EPI_ISL_14648799,23/08/2022,North America / USA / Louisiana,BA.5.6.2,
hCoV-19/USA/IN-CDC-LC0832079/2022,EPI_ISL_14650126,04/08/2022,North America / USA / Indiana,BA.5.6.2,
hCoV-19/USA/FL-CDC-LC0830787/2022,EPI_ISL_14651196,05/08/2022,North America / USA / Florida,BA.5.6.2,
hCoV-19/USA/IN-CDC-LC0834069/2022,EPI_ISL_14651978,07/08/2022,North America / USA / Indiana,BA.5.6.2,
hCoV-19/USA/UT-CDC-LC0832353/2022,EPI_ISL_14652208,07/08/2022,North America / USA / Utah,BA.5.6.2,
hCoV-19/USA/PA-CDC-LC0835875/2022,EPI_ISL_14653977,09/08/2022,North America / USA / Pennsylvania,BA.5.6.2,
hCoV-19/USA/SC-CDC-LC0829362/2022,EPI_ISL_14654879,11/08/2022,North America / USA / South Carolina,BA.5.6.2,
hCoV-19/USA/NY-CDC-LC0836764/2022,EPI_ISL_14655459,11/08/2022,North America / USA / New York,BA.5.6.2,
hCoV-19/USA/GA-CDC-STM-P6VWPCN3D/2022,EPI_ISL_14656885,07/08/2022,North America / USA / Georgia,BA.5.6.2,
hCoV-19/USA/MI-CDC-QDX40273147/2022,EPI_ISL_14657508,11/08/2022,North America / USA / Michigan,BA.5.6.2,
hCoV-19/USA/IL-CDC-QDX40273507/2022,EPI_ISL_14657663,12/08/2022,North America / USA / Illinois,BA.5.6.2,
hCoV-19/USA/UT-UPHL-220822558214/2022,EPI_ISL_14661771,11/08/2022,North America / USA / Utah,BA.5.6.2,
hCoV-19/USA/KY-CDC-LC0838366/2022,EPI_ISL_14669182,08/08/2022,North America / USA / Kentucky,BA.5.6.2,
hCoV-19/USA/MN-MDH-28973/2022,EPI_ISL_14670289,17/08/2022,North America / USA / Minnesota,BA.5.6.2,
hCoV-19/USA/UT-UPHL-220822490389/2022,EPI_ISL_14674231,27/07/2022,North America / USA / Utah,BA.5.6.2,
hCoV-19/Ecuador/GENSBIO-INSPI-97447/2022,EPI_ISL_14675896,19/08/2022,South America / Ecuador / Pichincha,BA.5.6.2,
hCoV-19/USA/NC-MCPH-CLT-011438/2022,EPI_ISL_14683359,17/08/2022,North America / USA / North Carolina / Mecklenburg County,BA.5.6.2,
hCoV-19/USA/NY-PRL-220819_00H05/2022,EPI_ISL_14684947,16/08/2022,North America / USA / New York / New York City,BA.5.6.2,
hCoV-19/USA/NY-PRL-220819_02G19/2022,EPI_ISL_14685382,18/08/2022,North America / USA / New York / New York City,BA.5.6.2,
hCoV-19/Denmark/DCGC-569792/2022,EPI_ISL_14691359,21/08/2022,Europe / Denmark / Syddanmark,BA.5.6.2,
hCoV-19/Netherlands/GE-RIVM-108337/2022,EPI_ISL_14705513,23/07/2022,Europe / Netherlands / Gelderland,BA.5.6.2,
hCoV-19/Netherlands/GE-RIVM-109005/2022,EPI_ISL_14705594,02/08/2022,Europe / Netherlands / Gelderland,BA.5.6.2,
hCoV-19/USA/MS-UMMC-M854F5-536152/2022,EPI_ISL_14706222,02/08/2022,North America / USA / Mississippi,BA.5.6.2,
hCoV-19/Ecuador/NIC-INSPI-428891/2022,EPI_ISL_14706609,04/08/2022,South America / Ecuador / Bolivar,BA.5.6.2,
hCoV-19/Ecuador/NIC-INSPI-428751/2022,EPI_ISL_14706670,03/08/2022,South America / Ecuador / Manabi,BA.5.6.2,
hCoV-19/Ecuador/NIC-INSPI-428867/2022,EPI_ISL_14706671,03/08/2022,South America / Ecuador / Bolivar,BA.5.6.2,
hCoV-19/Ecuador/NIC-INSPI-427768/2022,EPI_ISL_14706672,25/07/2022,South America / Ecuador / Santo Domingo de Los Tsachilas,BA.5.6.2,
hCoV-19/USA/CA-CDC-STM-RZMYD8REJ/2022,EPI_ISL_14708522,10/08/2022,North America / USA / California,BA.5.6.2,
hCoV-19/France/NAQ-GENBIO-A28GN2280034/2022,EPI_ISL_14708994,16/08/2022,Europe / France / Nouvelle-Aquitaine / Pyrenees-Atlantiques,BA.5.6.2,
hCoV-19/USA/IL-CDC-STM-VQ96Z45H5/2022,EPI_ISL_14709325,11/08/2022,North America / USA / Illinois,BA.5.6.2,
hCoV-19/USA/IN-CDC-STM-7W2VER4RQ/2022,EPI_ISL_14709447,11/08/2022,North America / USA / Indiana,BA.5.6.2,
hCoV-19/USA/IN-CDC-STM-3W6GJXGZC/2022,EPI_ISL_14709809,12/08/2022,North America / USA / Indiana,BA.5.6.2,
hCoV-19/Mexico/YUC_LANGEBIO_IMSS_10680/2022,EPI_ISL_14711188,05/08/2022,North America / Mexico / Yucatan,BA.5.6.2,COVIGEN
hCoV-19/Mexico/YUC_LANGEBIO_IMSS_10643/2022,EPI_ISL_14711212,02/08/2022,North America / Mexico / Yucatan,BA.5.6.2,COVIGEN
hCoV-19/USA/CA-Stanford-99_S03/2022,EPI_ISL_14713127,06/08/2022,North America / USA / California,BA.5.6.2,
hCoV-19/USA/CA-Stanford-99_S38/2022,EPI_ISL_14713162,16/08/2022,North America / USA / California,BA.5.6.2,
hCoV-19/Canada/ON-PHL-22-36113/2022,EPI_ISL_14714291,18/08/2022,North America / Canada / Ontario,BA.5.6.2,
hCoV-19/USA/IA-SHL-2160722/2022,EPI_ISL_14715401,27/07/2022,North America / USA / Iowa,BA.5.6.2,
hCoV-19/USA/CA-CDPH-500070582/2022,EPI_ISL_14715789,16/07/2022,North America / USA / California / San Mateo County,BA.5.6.2,
hCoV-19/Ecuador/USFQ-4259/2022,EPI_ISL_14717711,07/08/2022,South America / Ecuador / Pichincha / Cayambe,BA.5.6.2,
hCoV-19/Ecuador/USFQ-4261/2022,EPI_ISL_14717713,03/08/2022,South America / Ecuador / Pichincha / Cayambe,BA.5.6.2,
hCoV-19/USA/VA-VTVAS3-GSC37186/2022,EPI_ISL_14718959,13/07/2022,North America / USA / Virginia,BA.5.6.2,
hCoV-19/Japan/TKYkbm39316/2022,EPI_ISL_14720162,14/07/2022,Asia / Japan / Tokyo,BA.5.6.2,
hCoV-19/Belgium/rega-44470/2022,EPI_ISL_14728224,15/07/2022,Europe / Belgium / Holsbeek,BA.5.6.2,
hCoV-19/Canada/ON-KHS-22-11674-v1/2022,EPI_ISL_14734241,18/08/2022,North America / Canada / Ontario,BA.5.6.2,
hCoV-19/USA/NY-CDC-LC0842382/2022,EPI_ISL_14736970,12/08/2022,North America / USA / New York,BA.5.6.2,
hCoV-19/USA/NC-CDC-LC0842255/2022,EPI_ISL_14737727,14/08/2022,North America / USA / North Carolina,BA.5.6.2,
hCoV-19/USA/NJ-CDC-LC0841194/2022,EPI_ISL_14737773,14/08/2022,North America / USA / New Jersey,BA.5.6.2,
hCoV-19/USA/NC-CDC-LC0841355/2022,EPI_ISL_14737847,15/08/2022,North America / USA / North Carolina,BA.5.6.2,
hCoV-19/USA/IN-CDC-LC0841134/2022,EPI_ISL_14737885,15/08/2022,North America / USA / Indiana,BA.5.6.2,
hCoV-19/USA/NC-CDC-LC0841345/2022,EPI_ISL_14737903,15/08/2022,North America / USA / North Carolina,BA.5.6.2,
hCoV-19/USA/VA-CDC-LC0843650/2022,EPI_ISL_14739137,16/08/2022,North America / USA / Virginia,BA.5.6.2,
hCoV-19/USA/SC-CDC-LC0844567/2022,EPI_ISL_14739275,16/08/2022,North America / USA / South Carolina,BA.5.6.2,
hCoV-19/USA/CA-CDC-LC0849567/2022,EPI_ISL_14740957,20/08/2022,North America / USA / California,BA.5.6.2,
hCoV-19/USA/NJ-CDC-QDX40269747/2022,EPI_ISL_14741655,12/08/2022,North America / USA / New Jersey,BA.5.6.2,
hCoV-19/USA/NJ-CDC-QDX40269505/2022,EPI_ISL_14741677,12/08/2022,North America / USA / New Jersey,BA.5.6.2,
hCoV-19/USA/TX-CDC-QDX40270144/2022,EPI_ISL_14742242,12/08/2022,North America / USA / Texas,BA.5.6.2,
hCoV-19/USA/TX-CDC-QDX40270217/2022,EPI_ISL_14742348,12/08/2022,North America / USA / Texas,BA.5.6.2,
hCoV-19/USA/CT-CDC-QDX40272939/2022,EPI_ISL_14742959,13/08/2022,North America / USA / Connecticut,BA.5.6.2,
hCoV-19/USA/IL-CDC-QDX40314444/2022,EPI_ISL_14743807,14/08/2022,North America / USA / Illinois,BA.5.6.2,
hCoV-19/USA/NC-CDC-QDX40312997/2022,EPI_ISL_14744082,14/08/2022,North America / USA / North Carolina,BA.5.6.2,
hCoV-19/Mexico/YUC_InDRE_FB20077_E31318537777_S14568/2022,EPI_ISL_14745770,26/07/2022,North America / Mexico / Yucatan,BA.5.6.2,INDRE
hCoV-19/USA/TX-HMH-MCoV-113290/2022,EPI_ISL_14752456,22/08/2022,North America / USA / Texas / Houston,BA.5.6.2,
hCoV-19/Luxembourg/LNS0777270/2022,EPI_ISL_14758378,26/07/2022,Europe / Luxembourg,BA.5.6.2,
hCoV-19/Puerto Rico/PR-CVL-006597/2022,EPI_ISL_14760388,03/08/2022,North America / Puerto Rico,BA.5.6.2,
hCoV-19/Puerto Rico/PR-CVL-006872/2022,EPI_ISL_14760394,10/08/2022,North America / Puerto Rico,BA.5.6.2,
hCoV-19/Puerto Rico/PR-CVL-006890/2022,EPI_ISL_14760412,11/08/2022,North America / Puerto Rico,BA.5.6.2,
hCoV-19/USA/CA-CDPH-FS27886776/2022,EPI_ISL_14762244,07/08/2022,North America / USA / California / San Mateo County,BA.5.6.2,
hCoV-19/Canada/BC-BCCDC-482737/2022,EPI_ISL_14765999,25/07/2022,North America / Canada / British Columbia,BA.5.6.2,
hCoV-19/USA/LA-BIE-BP517/2022,EPI_ISL_14767358,17/08/2022,North America / USA / Louisiana,BA.5.6.2,
hCoV-19/USA/NY-RVTN-L8193531793446/2022,EPI_ISL_14775247,20/07/2022,North America / USA / New York,BA.5.6.2,
hCoV-19/USA/NY-RVTN-L2131297279465/2022,EPI_ISL_14775250,21/07/2022,North America / USA / New York,BA.5.6.2,
